id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,writing_score,reading_score
780,Nirvi,Hora,nirvi.hora827@outlook.com,Male,Yes,11,Yes,9.3,Entrepreneur,6,58,79,56,63,75,55,Group A,Bachelorâ€™s degree,Free/reduced,,8,21
840,Hiran,Bajaj,hiran.bajaj815@outlook.com,Female,Yes,2,Yes,17.7,Civil Servant,3,79,6,1,35,0,38,Group E,High school,Standard,,56,48
201,Dhanush,Varghese,dhanush.varghese393@outlook.com,Female,No,18,No,0.7,Scientist,51,18,79,77,87,88,51,Group C,Masterâ€™s degree,Standard,,4,50
135,Mamooty,Balay,mamooty.balay423@gmail.com,Male,Yes,2,Yes,0.2,Entrepreneur,58,47,7,79,81,85,78,Group D,Some high school,Standard,Completed,61,84
28,Shray,Ramakrishnan,shray.ramakrishnan672@outlook.com,Male,Yes,3,No,4.4,Civil Servant,89,66,59,6,71,31,15,Group D,Masterâ€™s degree,Free/reduced,Completed,58,17
881,Kimaya,Agarwal,kimaya.agarwal806@outlook.com,Female,No,8,No,3.3,Civil Servant,63,16,4,26,9,76,47,Group E,Associate degree,Free/reduced,Completed,38,14
231,Advika,Thaman,advika.thaman987@yahoo.com,Female,No,14,Yes,2.8,Entrepreneur,89,95,65,38,89,70,40,Group E,Masterâ€™s degree,Standard,,91,94
490,Ayesha,Bera,ayesha.bera192@gmail.com,Male,Yes,12,No,4.1,Scientist,84,67,8,58,7,47,66,Group C,Associate degree,Free/reduced,,1,21
773,Veer,Varkey,veer.varkey284@yahoo.com,Male,Yes,10,No,14.0,Teacher,33,98,20,26,71,98,70,Group D,Some college,Standard,Completed,82,41
379,Ivana,Dash,ivana.dash706@gmail.com,Female,No,1,Yes,13.6,Engineer,39,3,51,79,28,57,45,Group A,Bachelorâ€™s degree,Standard,,11,41
289,Rati,Bhagat,rati.bhagat557@yahoo.com,Male,No,14,No,17.4,Entrepreneur,70,20,8,67,19,57,37,Group C,Associate degree,Standard,Completed,33,69
419,Rohan,Shetty,rohan.shetty30@yahoo.com,Male,No,7,No,18.1,Scientist,74,87,82,58,10,1,60,Group D,Masterâ€™s degree,Standard,Completed,17,41
675,Mamooty,Trivedi,mamooty.trivedi671@gmail.com,Male,Yes,11,Yes,19.7,Civil Servant,68,50,91,29,37,20,47,Group B,Bachelorâ€™s degree,Standard,,42,52
392,Pranay,Sheth,pranay.sheth176@outlook.com,Female,Yes,3,Yes,18.4,Civil Servant,90,60,46,89,75,23,56,Group B,Some college,Free/reduced,Completed,86,13
593,Dhanuk,Brar,dhanuk.brar275@outlook.com,Female,No,9,No,13.5,Engineer,53,4,1,3,19,47,66,Group C,Some college,Standard,Completed,94,76
499,Urvi,Khurana,urvi.khurana841@gmail.com,Female,Yes,7,Yes,15.9,Civil Servant,85,21,92,21,5,53,65,Group C,Bachelorâ€™s degree,Standard,,13,41
139,Madhup,Aggarwal,madhup.aggarwal701@yahoo.com,Male,Yes,5,No,0.3,Doctor,75,18,96,91,50,9,38,Group B,Bachelorâ€™s degree,Free/reduced,Completed,20,72
63,Saksham,Iyer,saksham.iyer671@gmail.com,Female,No,19,No,18.8,Scientist,4,88,47,27,56,56,30,Group C,Bachelorâ€™s degree,Free/reduced,,46,12
472,Kashvi,Sandhu,kashvi.sandhu302@yahoo.com,Male,No,3,No,4.7,Entrepreneur,100,84,79,1,58,49,59,Group E,Some high school,Free/reduced,,54,79
648,Nitara,Iyer,nitara.iyer37@gmail.com,Male,No,20,No,19.1,Engineer,63,4,34,35,75,49,38,Group C,Bachelorâ€™s degree,Free/reduced,Completed,10,7
129,Riya,Dugal,riya.dugal419@gmail.com,Female,No,12,Yes,15.1,Artist,30,28,38,90,18,59,7,Group D,Bachelorâ€™s degree,Standard,Completed,71,52
977,Nirvi,Iyer,nirvi.iyer645@yahoo.com,Male,No,5,Yes,19.8,Teacher,84,46,1,99,42,69,57,Group C,Associate degree,Standard,,13,87
521,Yuvraj ,Konda,yuvraj .konda682@yahoo.com,Female,Yes,4,No,1.8,Teacher,42,28,73,98,76,8,82,Group D,Masterâ€™s degree,Free/reduced,,43,48
839,Yuvraj ,Bhardwaj,yuvraj .bhardwaj524@gmail.com,Male,No,0,Yes,16.6,Civil Servant,42,26,63,92,49,92,41,Group E,High school,Free/reduced,Completed,58,50
963,Mamooty,Swamy,mamooty.swamy857@yahoo.com,Male,Yes,11,No,17.7,Engineer,18,88,72,78,55,43,3,Group B,Associate degree,Free/reduced,,70,100
65,Lakshit,Mander,lakshit.mander833@gmail.com,Male,No,4,Yes,5.5,Doctor,16,69,32,22,14,84,3,Group C,High school,Free/reduced,,16,1
813,Ritvik,Shenoy,ritvik.shenoy205@yahoo.com,Female,No,12,Yes,13.9,Scientist,89,48,42,46,65,100,54,Group C,High school,Free/reduced,Completed,52,90
15,Rati,Mahajan,rati.mahajan304@gmail.com,Male,Yes,18,Yes,15.0,Engineer,6,74,61,64,67,20,7,Group B,Some high school,Standard,,65,10
157,Aarna,Jha,aarna.jha85@outlook.com,Male,Yes,7,No,0.7,Doctor,68,36,21,99,58,72,95,Group D,Bachelorâ€™s degree,Standard,,98,98
41,Dhanush,Varma,dhanush.varma304@gmail.com,Male,No,5,No,0.3,Entrepreneur,16,35,5,6,70,37,89,Group D,Some high school,Standard,Completed,16,81
493,Amira,Sathe,amira.sathe356@outlook.com,Female,No,12,Yes,8.3,Doctor,79,93,55,58,49,84,23,Group A,Associate degree,Standard,,89,72
380,Gatik,Kari,gatik.kari201@gmail.com,Female,Yes,17,No,13.5,Engineer,65,50,24,62,40,77,77,Group C,Associate degree,Standard,Completed,65,7
188,Sana,Srinivasan,sana.srinivasan340@outlook.com,Male,Yes,4,No,14.3,Civil Servant,41,7,2,18,75,90,18,Group E,Some college,Standard,Completed,99,14
764,Zaina,Kaul,zaina.kaul711@outlook.com,Male,Yes,11,Yes,2.0,Doctor,81,81,79,28,96,91,19,Group D,High school,Free/reduced,,69,78
217,Vivaan,Bhatti,vivaan.bhatti670@gmail.com,Male,Yes,3,No,8.9,Engineer,70,32,60,89,19,26,88,Group A,Some college,Free/reduced,,87,80
792,Miraya,Dass,miraya.dass988@outlook.com,Female,Yes,13,Yes,10.2,Teacher,89,5,27,12,58,23,28,Group A,Masterâ€™s degree,Standard,Completed,91,40
53,Hazel,Sethi,hazel.sethi763@yahoo.com,Female,No,12,Yes,9.9,Engineer,16,64,75,42,12,56,12,Group A,Masterâ€™s degree,Standard,Completed,67,58
879,Urvi,Borah,urvi.borah334@gmail.com,Male,No,16,Yes,10.0,Engineer,50,17,21,6,60,19,16,Group C,Bachelorâ€™s degree,Free/reduced,Completed,30,77
338,Jayant,Randhawa,jayant.randhawa720@outlook.com,Female,No,20,No,14.2,Artist,48,55,69,27,84,22,60,Group E,Associate degree,Free/reduced,Completed,17,24
749,Adah,Bora,adah.bora546@yahoo.com,Female,Yes,18,No,17.9,Teacher,73,19,24,98,18,26,39,Group A,Bachelorâ€™s degree,Standard,,23,12
720,Abram,Sen,abram.sen406@gmail.com,Male,Yes,3,No,3.6,Doctor,98,99,94,51,70,52,45,Group D,Bachelorâ€™s degree,Free/reduced,Completed,96,27
725,Shayak,Ratta,shayak.ratta251@yahoo.com,Male,Yes,0,Yes,13.6,Artist,66,60,49,9,100,53,33,Group A,Masterâ€™s degree,Standard,Completed,91,68
296,Yashvi,Viswanathan,yashvi.viswanathan531@gmail.com,Male,No,0,No,19.7,Doctor,40,2,98,88,35,70,65,Group E,High school,Standard,,71,73
702,Inaaya ,Gulati,inaaya .gulati259@outlook.com,Male,No,19,No,9.7,Artist,38,5,29,97,64,13,53,Group C,Bachelorâ€™s degree,Free/reduced,,54,99
252,Raghav,Bains,raghav.bains375@outlook.com,Female,Yes,16,No,7.5,Doctor,66,51,45,44,62,61,77,Group B,Associate degree,Standard,,0,64
727,Nehmat,Baria,nehmat.baria777@outlook.com,Female,Yes,5,No,8.3,Scientist,18,31,61,26,33,12,42,Group A,Associate degree,Free/reduced,,82,88
462,Jivika,Chopra,jivika.chopra308@gmail.com,Male,No,3,Yes,14.5,Scientist,55,26,78,64,40,87,43,Group D,Some college,Standard,Completed,81,33
456,Aniruddh,Dasgupta,aniruddh.dasgupta769@yahoo.com,Male,Yes,3,Yes,19.2,Scientist,100,26,31,90,74,56,10,Group C,Associate degree,Standard,Completed,68,77
997,Purab,Chokshi,purab.chokshi867@outlook.com,Female,Yes,11,No,4.2,Engineer,67,27,22,90,69,13,94,Group A,High school,Standard,,17,24
816,Dhanuk,Bobal,dhanuk.bobal205@outlook.com,Male,Yes,5,Yes,14.4,Engineer,0,55,87,29,26,6,91,Group C,Masterâ€™s degree,Standard,Completed,10,49
863,Biju,Issac,biju.issac476@outlook.com,Female,No,9,No,18.4,Civil Servant,60,65,62,49,96,88,75,Group E,Bachelorâ€™s degree,Standard,Completed,88,71
270,Arnav,Yogi,arnav.yogi691@gmail.com,Male,No,18,Yes,6.5,Entrepreneur,33,23,70,33,30,34,60,Group C,High school,Free/reduced,Completed,78,43
202,Kabir,Banerjee,kabir.banerjee943@yahoo.com,Female,No,0,No,16.3,Scientist,39,35,62,89,87,12,29,Group D,Some college,Free/reduced,Completed,17,38
162,Biju,Jaggi,biju.jaggi974@yahoo.com,Female,No,18,Yes,17.4,Civil Servant,93,11,93,58,81,85,89,Group E,Associate degree,Standard,Completed,45,8
556,Raghav,Bajaj,raghav.bajaj537@outlook.com,Female,Yes,5,No,13.9,Doctor,37,5,72,7,88,24,94,Group E,Bachelorâ€™s degree,Standard,,50,63
730,Hazel,Gupta,hazel.gupta598@yahoo.com,Male,Yes,18,Yes,5.2,Teacher,65,95,66,51,61,79,21,Group B,Bachelorâ€™s degree,Free/reduced,Completed,44,82
402,Samar,Warrior,samar.warrior118@yahoo.com,Female,Yes,0,No,0.7,Teacher,54,72,65,53,34,2,89,Group A,Some college,Free/reduced,Completed,60,75
703,Amani,Dyal,amani.dyal525@gmail.com,Male,No,19,Yes,19.0,Entrepreneur,96,17,16,84,42,100,6,Group B,Some college,Free/reduced,Completed,11,39
477,Mishti,Dara,mishti.dara245@yahoo.com,Male,No,12,Yes,8.0,Civil Servant,0,46,1,9,45,3,71,Group C,Associate degree,Standard,Completed,14,18
822,Vritika,Hora,vritika.hora892@outlook.com,Female,Yes,12,No,0.3,Civil Servant,84,22,19,75,23,27,12,Group D,High school,Free/reduced,Completed,2,50
772,Romil,Chaudhary,romil.chaudhary963@yahoo.com,Male,No,0,Yes,11.3,Engineer,80,42,12,37,52,3,93,Group C,Masterâ€™s degree,Free/reduced,Completed,58,32
106,Indrans,Grover,indrans.grover24@gmail.com,Female,No,16,No,19.3,Doctor,74,45,6,6,36,63,76,Group D,Some college,Standard,,83,86
566,Baiju,Date,baiju.date366@gmail.com,Female,No,3,No,18.5,Engineer,5,77,19,22,54,67,42,Group D,High school,Free/reduced,Completed,76,23
390,Indranil,Sharaf,indranil.sharaf44@gmail.com,Female,Yes,1,Yes,9.4,Scientist,5,8,38,85,1,96,12,Group E,High school,Standard,,100,15
2,Anay,Shanker,anay.shanker226@yahoo.com,Female,No,0,Yes,14.0,Scientist,35,19,27,97,43,13,11,Group C,Some college,Free/reduced,,48,12
938,Piya,Khalsa,piya.khalsa164@gmail.com,Female,Yes,19,No,5.7,Entrepreneur,98,9,19,22,97,36,64,Group A,Some college,Free/reduced,Completed,79,100
983,Aaina,Karan,aaina.karan54@outlook.com,Female,No,0,No,15.1,Artist,48,93,79,42,87,58,72,Group A,High school,Free/reduced,,4,3
562,Abram,Mangat,abram.mangat72@gmail.com,Male,Yes,13,Yes,9.1,Teacher,51,12,92,67,17,93,96,Group A,Associate degree,Free/reduced,,1,77
81,Faiyaz,Bose,faiyaz.bose940@yahoo.com,Female,No,13,No,13.6,Engineer,80,82,42,8,42,12,71,Group C,Some college,Standard,Completed,86,49
206,Fateh,Walia,fateh.walia668@yahoo.com,Female,Yes,0,No,18.2,Teacher,22,76,1,28,32,77,39,Group C,Associate degree,Free/reduced,Completed,91,90
35,Mishti,Ranganathan,mishti.ranganathan172@outlook.com,Female,Yes,5,No,2.2,Engineer,39,73,86,48,50,91,25,Group B,Some high school,Free/reduced,,9,75
776,Kaira,Gola,kaira.gola204@gmail.com,Male,Yes,19,No,17.0,Doctor,91,43,68,45,50,17,49,Group C,Bachelorâ€™s degree,Standard,Completed,13,94
509,Shayak,Atwal,shayak.atwal948@yahoo.com,Female,No,11,No,9.8,Teacher,75,9,52,4,15,49,72,Group D,Some college,Free/reduced,Completed,20,24
428,Aniruddh,Hayer,aniruddh.hayer503@yahoo.com,Female,No,19,Yes,7.2,Engineer,47,65,25,62,57,49,60,Group E,Associate degree,Standard,Completed,34,72
455,Arnav,Shroff,arnav.shroff982@outlook.com,Male,No,8,Yes,17.3,Teacher,3,73,80,98,90,39,71,Group E,Some high school,Standard,,82,15
367,Rasha,Handa,rasha.handa858@yahoo.com,Female,No,0,No,14.7,Doctor,31,41,55,74,28,75,19,Group D,Some high school,Standard,Completed,73,0
92,Heer,Sheth,heer.sheth713@yahoo.com,Female,Yes,4,Yes,14.3,Artist,4,37,25,5,25,5,40,Group D,Bachelorâ€™s degree,Free/reduced,Completed,39,65
340,Yuvaan,Mahal,yuvaan.mahal522@yahoo.com,Female,No,12,No,4.5,Artist,77,0,73,63,93,30,91,Group D,Bachelorâ€™s degree,Free/reduced,,64,34
898,Vanya,Golla,vanya.golla446@yahoo.com,Female,Yes,20,No,18.7,Doctor,60,83,4,46,20,50,24,Group A,Some high school,Free/reduced,Completed,44,8
565,Shlok,Chanda,shlok.chanda2@gmail.com,Male,Yes,7,No,7.7,Scientist,83,36,28,87,49,87,91,Group B,Some high school,Standard,,14,62
346,Anahita,Kant,anahita.kant774@gmail.com,Female,Yes,5,No,8.0,Scientist,60,95,96,68,29,48,87,Group D,Some college,Standard,Completed,90,49
777,Kashvi,Divan,kashvi.divan454@gmail.com,Male,Yes,17,Yes,13.4,Scientist,3,63,28,88,28,31,28,Group B,High school,Standard,Completed,56,82
242,Ishita,Brahmbhatt,ishita.brahmbhatt418@yahoo.com,Female,No,20,No,8.7,Engineer,49,86,15,68,0,82,92,Group E,Some high school,Standard,Completed,79,8
14,Saanvi,Sachar,saanvi.sachar493@gmail.com,Female,No,1,Yes,7.6,Artist,33,100,100,58,36,54,89,Group E,Masterâ€™s degree,Free/reduced,,93,100
316,Kashvi,Chandran,kashvi.chandran537@outlook.com,Male,No,16,Yes,7.6,Artist,5,98,21,42,72,84,19,Group B,Masterâ€™s degree,Standard,Completed,20,18
601,Amani,Banik,amani.banik945@gmail.com,Female,No,5,Yes,13.7,Teacher,35,50,13,74,98,75,39,Group D,Associate degree,Free/reduced,Completed,21,26
388,Dishani,Kala,dishani.kala815@outlook.com,Male,Yes,13,No,18.3,Engineer,16,2,61,44,39,88,46,Group E,Bachelorâ€™s degree,Free/reduced,,17,56
274,Sumer,Sridhar,sumer.sridhar360@outlook.com,Male,Yes,18,Yes,19.6,Scientist,45,41,86,65,62,99,94,Group D,Bachelorâ€™s degree,Free/reduced,Completed,57,10
167,Heer,Kapur,heer.kapur360@outlook.com,Female,Yes,20,Yes,18.4,Entrepreneur,87,56,27,11,12,17,96,Group D,Some college,Free/reduced,Completed,15,75
841,Armaan,Doshi,armaan.doshi221@outlook.com,Female,Yes,13,No,1.5,Artist,83,2,38,98,4,15,38,Group D,High school,Standard,,18,33
993,Purab,Kant,purab.kant523@yahoo.com,Female,No,17,No,14.7,Artist,46,40,100,91,78,36,22,Group C,Bachelorâ€™s degree,Standard,,64,16
647,Bhamini,Dhawan,bhamini.dhawan715@outlook.com,Female,Yes,1,No,18.0,Teacher,79,62,35,10,26,17,66,Group E,High school,Standard,Completed,29,39
819,Pari,Issac,pari.issac289@gmail.com,Female,Yes,1,Yes,9.9,Teacher,7,79,96,55,10,86,97,Group A,Masterâ€™s degree,Standard,Completed,91,57
485,Aaryahi,Sahota,aaryahi.sahota202@outlook.com,Female,No,8,No,14.9,Civil Servant,87,35,24,90,77,17,96,Group E,Some college,Standard,Completed,91,94
981,Siya,Lanka,siya.lanka553@outlook.com,Male,Yes,0,No,5.5,Civil Servant,9,78,8,92,80,84,59,Group E,Associate degree,Free/reduced,,63,78
505,Alisha,Dara,alisha.dara534@yahoo.com,Female,Yes,14,Yes,1.3,Artist,8,24,6,81,18,26,16,Group E,Bachelorâ€™s degree,Standard,,11,22
832,Anay,Rao,anay.rao406@gmail.com,Female,No,19,Yes,12.9,Scientist,72,96,72,5,65,7,92,Group B,Associate degree,Standard,,91,91
244,Lavanya,Cheema,lavanya.cheema694@outlook.com,Female,No,0,Yes,2.5,Engineer,73,76,50,68,70,10,39,Group C,High school,Free/reduced,,26,95
567,Anvi,Bhandari,anvi.bhandari897@gmail.com,Female,No,15,No,18.7,Civil Servant,91,9,100,0,19,99,83,Group B,Associate degree,Free/reduced,Completed,18,40
876,Lakshay,Raj,lakshay.raj374@gmail.com,Female,Yes,2,Yes,1.8,Teacher,70,6,32,10,67,32,57,Group B,Associate degree,Free/reduced,,19,37
563,Raunak,Keer,raunak.keer847@gmail.com,Male,Yes,4,Yes,15.4,Scientist,18,80,76,1,1,13,69,Group A,High school,Standard,Completed,94,43
687,Siya,Wable,siya.wable106@outlook.com,Male,Yes,8,Yes,5.3,Engineer,16,66,75,82,98,49,42,Group E,Bachelorâ€™s degree,Free/reduced,Completed,73,98
190,Saanvi,Kohli,saanvi.kohli315@outlook.com,Female,No,4,Yes,14.6,Teacher,73,50,98,72,4,23,77,Group B,Masterâ€™s degree,Standard,Completed,40,78
783,Piya,Sood,piya.sood629@gmail.com,Male,No,5,Yes,5.0,Entrepreneur,99,97,22,23,3,83,63,Group C,Some high school,Standard,Completed,93,15
700,Shray,Ganesan,shray.ganesan487@gmail.com,Male,No,18,No,7.4,Artist,84,75,4,41,89,13,80,Group B,Associate degree,Free/reduced,Completed,45,1
476,Prisha,Thakur,prisha.thakur615@outlook.com,Female,No,18,No,12.3,Artist,42,20,13,58,5,63,28,Group B,Masterâ€™s degree,Standard,Completed,0,81
682,Anya,Keer,anya.keer983@outlook.com,Female,Yes,10,No,14.2,Entrepreneur,71,94,93,10,13,54,89,Group B,Some high school,Standard,,9,48
511,Shaan,Chand,shaan.chand254@outlook.com,Female,Yes,0,Yes,15.4,Teacher,91,49,50,90,75,10,66,Group B,Associate degree,Free/reduced,Completed,24,54
59,Shaan,Upadhyay,shaan.upadhyay652@gmail.com,Male,No,4,Yes,18.1,Teacher,5,39,100,56,4,74,46,Group A,Some college,Free/reduced,Completed,93,16
475,Dhanuk,Rajagopalan,dhanuk.rajagopalan994@gmail.com,Female,Yes,1,Yes,10.1,Civil Servant,71,6,54,44,25,25,81,Group A,Some college,Standard,Completed,25,100
561,Ehsaan,Viswanathan,ehsaan.viswanathan378@gmail.com,Female,No,2,No,3.6,Doctor,22,24,72,62,93,23,82,Group C,High school,Standard,Completed,36,2
857,Ahana ,Kapadia,ahana .kapadia486@gmail.com,Female,No,13,No,1.3,Engineer,33,85,45,60,51,64,31,Group A,High school,Standard,,17,15
748,Taimur,Grover,taimur.grover664@outlook.com,Male,No,14,No,17.8,Artist,73,37,0,79,49,2,1,Group D,High school,Free/reduced,,28,41
253,Aarav,Ganesan,aarav.ganesan527@outlook.com,Male,No,6,Yes,3.7,Scientist,77,91,15,84,29,53,42,Group D,Masterâ€™s degree,Free/reduced,Completed,92,14
22,Shlok,Dewan,shlok.dewan822@outlook.com,Female,Yes,8,Yes,15.7,Engineer,48,4,60,28,25,58,44,Group B,Some high school,Standard,Completed,39,29
314,Diya,Bhardwaj,diya.bhardwaj433@yahoo.com,Male,Yes,16,Yes,9.3,Teacher,57,11,92,64,14,23,99,Group E,High school,Free/reduced,Completed,74,89
460,Gokul,Khalsa,gokul.khalsa782@outlook.com,Male,Yes,9,No,8.9,Civil Servant,81,64,26,100,18,47,69,Group B,Bachelorâ€™s degree,Free/reduced,Completed,21,100
161,Neelofar,Bawa,neelofar.bawa729@yahoo.com,Male,Yes,12,No,2.8,Teacher,34,80,53,48,57,9,81,Group D,Bachelorâ€™s degree,Free/reduced,Completed,98,11
277,Siya,Brahmbhatt,siya.brahmbhatt66@yahoo.com,Male,Yes,0,No,10.5,Engineer,13,33,79,19,10,83,49,Group B,Masterâ€™s degree,Free/reduced,Completed,39,29
956,Dishani,Cherian,dishani.cherian920@yahoo.com,Female,No,1,No,10.2,Doctor,55,73,13,62,80,62,54,Group B,Bachelorâ€™s degree,Standard,Completed,97,71
192,Ritvik,Chopra,ritvik.chopra263@gmail.com,Female,Yes,1,No,8.8,Artist,21,52,63,48,44,69,48,Group E,Masterâ€™s degree,Standard,,12,61
386,Ahana ,Ramesh,ahana .ramesh370@yahoo.com,Female,No,1,No,5.8,Teacher,9,65,24,98,80,23,97,Group B,Bachelorâ€™s degree,Free/reduced,Completed,12,76
806,Jayant,Chaudhry,jayant.chaudhry422@yahoo.com,Male,No,7,Yes,15.3,Artist,40,78,97,78,67,94,80,Group A,Some high school,Standard,,4,86
414,Trisha,Master,trisha.master898@gmail.com,Female,Yes,8,Yes,7.0,Entrepreneur,93,70,94,41,58,88,3,Group B,Masterâ€™s degree,Free/reduced,,97,6
492,Myra,Walla,myra.walla283@gmail.com,Female,Yes,4,No,1.3,Artist,77,31,67,42,72,62,58,Group A,Masterâ€™s degree,Standard,Completed,59,73
344,Kavya,Raman,kavya.raman872@yahoo.com,Male,No,4,No,5.5,Scientist,1,94,14,77,22,75,94,Group D,Some college,Standard,Completed,19,84
770,Aarna,Sant,aarna.sant14@gmail.com,Male,No,7,No,4.4,Artist,85,34,13,99,90,62,71,Group D,Bachelorâ€™s degree,Free/reduced,,77,72
309,Armaan,Bhagat,armaan.bhagat70@outlook.com,Female,Yes,5,No,16.8,Doctor,93,3,97,40,52,52,38,Group C,High school,Standard,,56,95
662,Mishti,Kant,mishti.kant730@yahoo.com,Male,Yes,10,No,11.8,Entrepreneur,13,92,5,9,94,45,57,Group D,Masterâ€™s degree,Free/reduced,Completed,52,80
131,Nehmat,Grover,nehmat.grover824@outlook.com,Male,Yes,15,Yes,17.4,Scientist,38,1,27,24,94,15,95,Group B,Masterâ€™s degree,Standard,Completed,96,61
664,Lagan,Deol,lagan.deol305@yahoo.com,Male,No,1,No,5.7,Artist,40,96,22,18,5,94,93,Group E,Some college,Free/reduced,,26,55
872,Gokul,Srivastava,gokul.srivastava103@gmail.com,Male,No,14,No,3.0,Artist,78,96,48,2,69,97,34,Group D,Associate degree,Free/reduced,Completed,26,86
100,Damini,Singh,damini.singh539@yahoo.com,Female,No,18,Yes,2.5,Scientist,82,9,57,59,87,66,44,Group E,Masterâ€™s degree,Standard,,16,99
373,Trisha,Wali,trisha.wali463@outlook.com,Female,No,2,Yes,17.8,Artist,11,10,50,22,36,9,13,Group A,Masterâ€™s degree,Standard,Completed,21,35
88,Ojas,Malhotra,ojas.malhotra940@yahoo.com,Female,Yes,15,No,12.3,Engineer,2,32,27,19,70,93,77,Group A,Some college,Standard,Completed,67,54
459,Indrans,Dar,indrans.dar771@outlook.com,Male,Yes,15,No,19.0,Scientist,7,40,59,70,52,8,61,Group B,Some high school,Free/reduced,,3,52
331,Yuvraj ,Gade,yuvraj .gade437@yahoo.com,Male,Yes,19,No,12.3,Scientist,42,25,91,97,85,68,10,Group D,Bachelorâ€™s degree,Standard,,96,97
215,Saanvi,Dugar,saanvi.dugar844@gmail.com,Male,No,9,No,14.6,Entrepreneur,67,43,55,87,17,43,62,Group B,High school,Free/reduced,,45,96
467,Siya,Sekhon,siya.sekhon131@yahoo.com,Male,Yes,16,No,3.8,Teacher,2,88,86,68,78,32,87,Group A,Associate degree,Standard,Completed,71,58
122,Nirvi,Khanna,nirvi.khanna940@outlook.com,Male,Yes,1,Yes,11.5,Doctor,21,41,66,56,14,87,26,Group D,Some high school,Free/reduced,,91,74
615,Jiya,Dhawan,jiya.dhawan532@yahoo.com,Female,Yes,1,Yes,19.2,Doctor,14,6,4,73,34,30,8,Group C,High school,Free/reduced,Completed,68,12
21,Rasha,Kakar,rasha.kakar921@gmail.com,Female,No,6,Yes,13.3,Scientist,99,71,52,79,95,19,30,Group D,Some high school,Standard,Completed,20,22
701,Ishita,Singh,ishita.singh664@gmail.com,Female,Yes,11,No,3.3,Entrepreneur,23,96,2,56,78,58,75,Group D,Masterâ€™s degree,Free/reduced,Completed,73,88
72,Shanaya,Mand,shanaya.mand72@gmail.com,Female,Yes,2,Yes,7.5,Artist,43,20,47,39,92,41,99,Group A,Some high school,Standard,,72,76
107,Tarini,Buch,tarini.buch138@yahoo.com,Female,No,12,No,0.9,Engineer,72,71,24,46,70,36,9,Group D,Bachelorâ€™s degree,Free/reduced,,49,64
271,Taimur,Cheema,taimur.cheema430@outlook.com,Male,No,11,No,5.6,Doctor,73,16,73,87,29,12,92,Group E,Associate degree,Free/reduced,,34,30
861,Inaaya ,Yohannan,inaaya .yohannan417@gmail.com,Female,No,1,No,15.6,Engineer,24,85,92,47,50,57,77,Group B,Associate degree,Free/reduced,,28,95
436,Kiara,Manda,kiara.manda646@outlook.com,Male,No,13,No,14.7,Entrepreneur,93,70,37,4,62,51,62,Group E,Masterâ€™s degree,Free/reduced,,65,75
103,Mishti,Dixit,mishti.dixit510@outlook.com,Male,No,20,No,9.7,Civil Servant,87,51,38,58,9,88,7,Group D,Associate degree,Free/reduced,,20,56
